title,genre,overview
It's a Wonderful Life,"['Drama', 'Family', 'Fantasy']","['holiday', 'favourite', 'generations', 'george', 'bailey', 'spent', 'entire', 'life', 'giving', 'people', 'bedford', 'falls', 'prevents', 'rich', 'skinflint', 'mr', 'potter', 'taking', 'entire', 'town', 'georges', 'modest', 'building', 'loan', 'company', 'christmas', 'eve', 'businesss', '8000', 'lost', 'georges', 'troubles', 'begin']"
Justice League Dark: Apokolips War,"['Animation', 'Action', 'Science Fiction']","['earth', 'decimated', 'intergalactic', 'tyrant', 'darkseid', 'devastated', 'justice', 'league', 'poorly', 'executed', 'war', 'dc', 'super', 'heroes', 'remaining', 'bastions', 'good', '–', 'justice', 'league', 'teen', 'titans', 'suicide', 'squad', 'assorted', 'others', '–', 'must', 'regroup', 'strategize', 'take', 'war', 'darkseid', 'order', 'save', 'planet', 'surviving', 'inhabitants']"
Puss in Boots: The Last Wish,"['Adventure', 'Fantasy', 'Animation', 'Comedy', 'Family', 'Action']","['puss', 'boots', 'discovers', 'passion', 'adventure', 'taken', 'toll', 'burned', 'eight', 'nine', 'lives', 'leaving', 'one', 'life', 'left', 'puss', 'sets', 'epic', 'journey', 'find', 'mythical', 'last', 'wish', 'restore', 'nine', 'lives']"
Avengers: Endgame,"['Adventure', 'Science Fiction', 'Action']","['devastating', 'events', 'avengers', 'infinity', 'war', 'universe', 'ruins', 'due', 'efforts', 'mad', 'titan', 'thanos', 'help', 'remaining', 'allies', 'avengers', 'must', 'assemble', 'order', 'undo', 'thanos', 'actions', 'restore', 'order', 'universe', 'matter', 'consequences', 'may', 'store']"
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,"['Action', 'Animation', 'Adventure', 'Fantasy', 'Thriller']","['tanjiro', 'kamado', 'joined', 'inosuke', 'hashibira', 'boy', 'raised', 'boars', 'wears', 'boars', 'head', 'zenitsu', 'agatsuma', 'scared', 'boy', 'reveals', 'true', 'power', 'sleeps', 'boards', 'infinity', 'train', 'new', 'mission', 'fire', 'hashira', 'kyojuro', 'rengoku', 'defeat', 'demon', 'tormenting', 'people', 'killing', 'demon', 'slayers', 'oppose']"
The Lion King,"['Family', 'Animation', 'Drama']","['young', 'lion', 'prince', 'cast', 'pride', 'cruel', 'uncle', 'claims', 'killed', 'father', 'uncle', 'rules', 'iron', 'paw', 'prince', 'grows', 'beyond', 'savannah', 'living', 'philosophy', 'worries', 'rest', 'days', 'past', 'comes', 'haunt', 'young', 'prince', 'must', 'decide', 'fate', 'remain', 'outcast', 'face', 'demons', 'become', 'needs']"
Avengers: Infinity War,"['Adventure', 'Action', 'Science Fiction']","['avengers', 'allies', 'continued', 'protect', 'world', 'threats', 'large', 'one', 'hero', 'handle', 'new', 'danger', 'emerged', 'cosmic', 'shadows', 'thanos', 'despot', 'intergalactic', 'infamy', 'goal', 'collect', 'six', 'infinity', 'stones', 'artifacts', 'unimaginable', 'power', 'use', 'inflict', 'twisted', 'reality', 'everything', 'avengers', 'fought', 'led', 'moment', 'fate', 'earth', 'existence', 'never', 'uncertain']"
I Want to Eat Your Pancreas,"['Animation', 'Drama', 'Romance']","['classmate', 'crush', 'diagnosed', 'pancreatic', 'disease', 'average', 'high', 'schooler', 'sets', 'make', 'final', 'days']"
The Shop Around the Corner,"['Comedy', 'Drama', 'Romance']","['two', 'employees', 'gift', 'shop', 'barely', 'stand', 'one', 'another', 'without', 'realising', 'falling', 'love', 'post', 'others', 'anonymous', 'pen', 'pal']"
Klaus,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']","['jesper', 'distinguishes', 'postal', 'academys', 'worst', 'student', 'sent', 'smeerensburg', 'small', 'village', 'located', 'icy', 'island', 'arctic', 'circle', 'grumpy', 'inhabitants', 'barely', 'exchange', 'words', 'let', 'alone', 'letters', 'jesper', 'give', 'abandon', 'duty', 'postman', 'meets', 'local', 'teacher', 'alva', 'klaus', 'mysterious', 'carpenter', 'lives', 'alone', 'cabin', 'full', 'handmade', 'toys']"
Mommy,['Drama'],"['peculiar', 'neighbor', 'offers', 'hope', 'recent', 'widow', 'struggling', 'raise', 'teenager', 'unpredictable', 'sometimes', 'violent']"
BTS World Tour: Love Yourself in Seoul,['Music'],"['shot', 'olympic', 'stadium', 'seoul', 'bts', 'world', 'tour', '‘', 'love', 'yourself', '’', 'celebrate', 'seven', 'members', 'global', 'boyband', 'unprecedented', 'international', 'phenomenon']"
Top Gun: Maverick,"['Action', 'Drama']","['thirty', 'years', 'service', 'one', 'navy', '’', 's', 'top', 'aviators', 'dodging', 'advancement', 'rank', 'would', 'ground', 'pete', '“', 'maverick', '”', 'mitchell', 'finds', 'training', 'detachment', 'top', 'gun', 'graduates', 'specialized', 'mission', 'likes', 'living', 'pilot', 'ever', 'seen']"
Green Book,"['Drama', 'History']","['tony', 'lip', 'bouncer', '1962', 'hired', 'drive', 'pianist', 'shirley', 'tour', 'deep', 'south', 'days', 'african', 'americans', 'forced', 'find', 'alternate', 'accommodations', 'services', 'due', 'segregation', 'laws', 'masondixon', 'line', 'relied', 'guide', 'called', 'negro', 'motorist', 'green', 'book']"
Rascal Does Not Dream of a Dreaming Girl,"['Animation', 'Comedy', 'Romance', 'Drama', 'Fantasy']","['fujisawa', 'sakuta', 'azusagawa', 'second', 'year', 'high', 'school', 'blissful', 'days', 'girlfriend', 'upperclassman', 'mai', 'sakurajima', 'interrupted', 'appearance', 'first', 'crush', 'shoko', 'makinohara']"
The Handmaiden,"['Thriller', 'Drama', 'Romance']","['1930s', 'korea', 'swindler', 'young', 'woman', 'pose', 'japanese', 'count', 'handmaiden', 'seduce', 'japanese', 'heiress', 'steal', 'fortune']"
Wolf Children,"['Animation', 'Family', 'Drama', 'Fantasy', 'Adventure']","['werewolf', 'lover', 'unexpectedly', 'dies', 'accident', 'woman', 'must', 'find', 'way', 'raise', 'son', 'daughter', 'however', 'inheritance', 'fathers', 'traits', 'prove', 'challenge']"
Wolfwalkers,"['Animation', 'Family', 'Adventure', 'Fantasy']","['time', 'superstition', 'magic', 'wolves', 'seen', 'demonic', 'nature', 'evil', 'tamed', 'young', 'apprentice', 'hunter', 'comes', 'ireland', 'father', 'wipe', 'last', 'pack', 'saves', 'wild', 'native', 'girl', 'friendship', 'leads', 'discover', 'world', 'wolfwalkers', 'transform', 'thing', 'father', 'tasked', 'destroy']"
Flamin' Hot,"['Comedy', 'Drama']","['inspiring', 'true', 'story', 'richard', 'montañez', 'frito', 'lay', 'janitor', 'channeled', 'mexican', 'american', 'heritage', 'upbringing', 'turn', 'iconic', 'flamin', '’', 'hot', 'cheetos', 'snack', 'disrupted', 'food', 'industry', 'became', 'global', 'pop', 'culture', 'phenomenon']"
Il Sorpasso,"['Drama', 'Comedy']","['roberto', 'shy', 'law', 'student', 'rome', 'meets', 'bruno', 'fortyyearold', 'exuberant', 'capricious', 'man', 'takes', 'drive', 'roman', 'tuscany', 'countries', 'summer', 'journey', 'starts', 'blend', 'daily', 'lives', 'though', 'pair', '’', 's', 'newfound', 'friendship', 'tested']"
20th Century Girl,"['Romance', 'Drama']","['yeondu', 'asks', 'best', 'friend', 'bora', 'collect', 'information', 'baek', 'hyunjin', 'away', 'us', 'heart', 'surgery', 'bora', 'decides', 'get', 'close', 'baeks', 'best', 'friend', 'pung', 'woonho', 'first', 'however', 'boras', 'clumsy', 'plan', 'unfolds', 'unexpected', 'direction', '1999', 'year', 'new', 'century', 'bora', 'turns', 'seventeen', 'falls', 'fever', 'first', 'love']"
Steven Universe: The Movie,"['TV Movie', 'Animation', 'Science Fiction', 'Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Music']","['two', 'years', 'bringing', 'peace', 'galaxy', 'steven', 'universe', 'sees', 'past', 'come', 'back', 'haunt', 'form', 'deranged', 'gem', 'wants', 'destroy', 'earth']"
Persona,['Drama'],"['young', 'nurse', 'alma', 'put', 'charge', 'elisabeth', 'vogler', 'actress', 'seemingly', 'healthy', 'respects', 'talk', 'spend', 'time', 'together', 'alma', 'speaks', 'elisabeth', 'constantly', 'never', 'receiving', 'answer', 'time', 'spend', 'together', 'strengthens', 'crushing', 'realization', 'one', 'exist']"
Witness for the Prosecution,"['Drama', 'Mystery', 'Crime']","['leonard', 'vole', 'arrested', 'sensational', 'murder', 'rich', 'middleaged', 'widow', 'famous', 'sir', 'wilfrid', 'robarts', 'agrees', 'appear', 'behalf', 'sir', 'wilfrid', 'recovering', 'nearfatal', 'heart', 'attack', 'supposed', 'diet', 'bland', 'civil', 'suits—but', 'lure', 'criminal', 'courts', 'much', 'especially', 'case', 'difficult']"
The Shining,"['Horror', 'Thriller']","['jack', 'torrance', 'accepts', 'caretaker', 'job', 'overlook', 'hotel', 'along', 'wife', 'wendy', 'son', 'danny', 'must', 'live', 'isolated', 'rest', 'world', 'winter', 'arent', 'prepared', 'madness', 'lurks', 'within']"
Maquia: When the Promised Flower Blooms,"['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Romance']","['maquia', 'member', 'special', 'race', 'called', 'iorph', 'live', 'hundreds', 'years', 'however', 'maquia', 'always', 'felt', 'lonely', 'despite', 'surrounded', 'people', 'orphaned', 'young', 'age', 'daydreams', 'outside', 'world', 'dares', 'travel', 'home', 'due', 'warnings', 'clans', 'chief', 'one', 'day', 'kingdom', 'mezarte', 'invades', 'homeland', 'already', 'left', 'giant', 'dragons', 'renato', 'control', 'king', 'wishes', 'add', 'immortality', 'bloodline', 'ravage', 'iorph', 'homeland', 'kill', 'inhabitants', 'caught', 'midst', 'attack', 'maquia', 'carried', 'one', 'renato', 'soon', 'dies', 'left', 'deserted', 'forest', 'truly', 'alone', 'save', 'cries', 'single', 'baby', 'distance', 'maquia', 'finds', 'baby', 'destroyed', 'village', 'decides', 'raise', 'naming', 'ariel', 'although', 'knows', 'nothing', 'human', 'world', 'raise', 'child', 'ages', 'much', 'faster']"
Coco,"['Family', 'Animation', 'Fantasy', 'Music', 'Comedy', 'Adventure']","['despite', 'family', '’', 's', 'baffling', 'generationsold', 'ban', 'music', 'miguel', 'dreams', 'becoming', 'accomplished', 'musician', 'like', 'idol', 'ernesto', 'de', 'la', 'cruz', 'desperate', 'prove', 'talent', 'miguel', 'finds', 'stunning', 'colorful', 'land', 'dead', 'following', 'mysterious', 'chain', 'events', 'along', 'way', 'meets', 'charming', 'trickster', 'hector', 'together', 'set', 'extraordinary', 'journey', 'unlock', 'real', 'story', 'behind', 'miguels', 'family', 'history']"
The Apartment,"['Comedy', 'Drama', 'Romance']","['bud', 'baxter', 'minor', 'clerk', 'huge', 'new', 'york', 'insurance', 'company', 'discovers', 'quick', 'way', 'climb', 'corporate', 'ladder', 'lends', 'apartment', 'executives', 'place', 'take', 'mistresses', 'although', 'often', 'deal', 'aftermath', 'visits', 'one', 'night', 'hes', 'left', 'major', 'problem', 'solve']"
Hamilton,"['History', 'Drama']","['presenting', 'tale', 'american', 'founding', 'father', 'alexander', 'hamilton', 'filmed', 'version', 'original', 'broadway', 'smash', 'hit', 'story', 'america', 'told', 'america']"
Inglourious Basterds,"['Drama', 'Thriller', 'War']","['nazioccupied', 'france', 'world', 'war', 'ii', 'group', 'jewishamerican', 'soldiers', 'known', 'basterds', 'chosen', 'specifically', 'spread', 'fear', 'throughout', 'third', 'reich', 'scalping', 'brutally', 'killing', 'nazis', 'basterds', 'lead', 'lt', 'aldo', 'raine', 'soon', 'cross', 'paths', 'frenchjewish', 'teenage', 'girl', 'runs', 'movie', 'theater', 'paris', 'targeted', 'soldiers']"
A Clockwork Orange,"['Science Fiction', 'Crime']","['nearfuture', 'britain', 'young', 'alexander', 'delarge', 'pals', 'get', 'kicks', 'beating', 'raping', 'anyone', 'please', 'destroying', 'lives', 'others', 'alex', 'swoons', 'music', 'beethoven', 'state', 'eager', 'crack', 'juvenile', 'crime', 'gives', 'incarcerated', 'alex', 'option', 'undergo', 'invasive', 'procedure', 'thatll', 'rob', 'personal', 'agency', 'time', 'conscience', 'commodity', 'alex', 'change', 'tune']"
Gladiator,"['Action', 'Drama', 'Adventure']","['year', '180', 'death', 'emperor', 'marcus', 'aurelius', 'throws', 'roman', 'empire', 'chaos', 'maximus', 'one', 'roman', 'armys', 'capable', 'trusted', 'generals', 'key', 'advisor', 'emperor', 'marcus', 'devious', 'son', 'commodus', 'ascends', 'throne', 'maximus', 'set', 'executed', 'escapes', 'captured', 'slave', 'traders', 'renamed', 'spaniard', 'forced', 'become', 'gladiator', 'maximus', 'must', 'battle', 'death', 'men', 'amusement', 'paying', 'audiences']"
Saving Private Ryan,"['Drama', 'History', 'War']","['us', 'troops', 'storm', 'beaches', 'normandy', 'three', 'brothers', 'lie', 'dead', 'battlefield', 'fourth', 'trapped', 'behind', 'enemy', 'lines', 'ranger', 'captain', 'john', 'miller', 'seven', 'men', 'tasked', 'penetrating', 'germanheld', 'territory', 'bringing', 'boy', 'home']"
The Matrix,"['Action', 'Science Fiction']","['set', '22nd', 'century', 'matrix', 'tells', 'story', 'computer', 'hacker', 'joins', 'group', 'underground', 'insurgents', 'fighting', 'vast', 'powerful', 'computers', 'rule', 'earth']"
Bicycle Thieves,['Drama'],"['unemployed', 'antonio', 'elated', 'finally', 'finds', 'work', 'hanging', 'posters', 'around', 'wartorn', 'rome', 'however', 'first', 'day', 'bicycle—essential', 'work—gets', 'stolen', 'job', 'doomed', 'unless', 'find', 'thief', 'help', 'son', 'antonio', 'combs', 'city', 'becoming', 'desperate', 'justice']"
Jujutsu Kaisen 0,"['Animation', 'Action', 'Fantasy']","['yuta', 'okkotsu', 'nervous', 'high', 'school', 'student', 'suffering', 'serious', 'problem—his', 'childhood', 'friend', 'rika', 'turned', 'curse', 'wont', 'leave', 'alone', 'since', 'rika', 'ordinary', 'curse', 'plight', 'noticed', 'satoru', 'gojo', 'teacher', 'jujutsu', 'high', 'school', 'fledgling', 'exorcists', 'learn', 'combat', 'curses', 'gojo', 'convinces', 'yuta', 'enroll', 'learn', 'enough', 'time', 'confront', 'curse', 'haunts']"
The Art of Racing in the Rain,"['Drama', 'Romance']","['family', 'dog', '–', 'nearhuman', 'soul', 'philosophers', 'mind', '–', 'evaluates', 'life', 'lessons', 'learned', 'human', 'owner', 'racecar', 'driver']"
The Prestige,"['Drama', 'Mystery', 'Science Fiction']","['mysterious', 'story', 'two', 'magicians', 'whose', 'intense', 'rivalry', 'leads', 'lifelong', 'battle', 'supremacy', 'full', 'obsession', 'deceit', 'jealousy', 'dangerous', 'deadly', 'consequences']"
Star Wars,"['Adventure', 'Action', 'Science Fiction']","['princess', 'leia', 'captured', 'held', 'hostage', 'evil', 'imperial', 'forces', 'effort', 'take', 'galactic', 'empire', 'venturesome', 'luke', 'skywalker', 'dashing', 'captain', 'han', 'solo', 'team', 'together', 'loveable', 'robot', 'duo', 'r2d2', 'c3po', 'rescue', 'beautiful', 'princess', 'restore', 'peace', 'justice', 'empire']"
The Help,['Drama'],"['aibileen', 'clark', 'middleaged', 'africanamerican', 'maid', 'spent', 'life', 'raising', 'white', 'children', 'recently', 'lost', 'son', 'minny', 'jackson', 'africanamerican', 'maid', 'often', 'offended', 'employers', 'despite', 'familys', 'struggles', 'money', 'desperate', 'need', 'jobs', 'eugenia', 'skeeter', 'phelan', 'young', 'white', 'woman', 'recently', 'moved', 'back', 'home', 'graduating', 'college', 'find', 'childhood', 'maid', 'mysteriously', 'disappeared', 'three', 'stories', 'intertwine', 'explain', 'life', 'jackson', 'mississippi', 'revolves', 'around', 'help', 'yet', 'always', 'kept', 'certain', 'distance', 'racial', 'lines']"
Violet Evergarden: Eternity and the Auto Memory Doll,"['Drama', 'Fantasy', 'Animation']","['isabella', 'daughter', 'noble', 'york', 'family', 'enrolled', 'allgirls', 'academy', 'groomed', 'dame', 'worthy', 'nobility', 'however', 'given', 'future', 'seeing', 'prestigious', 'school', 'nothing', 'prison', 'outside', 'world', 'family', 'notices', 'struggling', 'lessons', 'decides', 'hire', 'violet', 'evergarden', 'personally', 'tutor', 'guise', 'handmaiden', 'first', 'isabella', 'treats', 'violet', 'coldly', 'violet', 'seems', 'able', 'everything', 'perfectly', 'leading', 'isabella', 'assume', 'born', 'silver', 'spoon', 'time', 'isabella', 'begins', 'realize', 'violet', 'struggles', 'starts', 'open', 'isabella', 'soon', 'reveals', 'lost', 'contact', 'beloved', 'younger', 'sister', 'yearns', 'see', 'experienced', 'power', 'words', 'past', 'clientele', 'violet', 'asks', 'isabella', 'wishes', 'write', 'letter', 'taylor', 'violet', 'able', 'help', 'isabella', 'convey', 'feelings', 'longlost', 'sister']"
Shutter Island,"['Drama', 'Thriller', 'Mystery']","['world', 'war', 'ii', 'soldierturnedus', 'marshal', 'teddy', 'daniels', 'investigates', 'disappearance', 'patient', 'hospital', 'criminally', 'insane', 'efforts', 'compromised', 'troubling', 'visions', 'mysterious', 'doctor']"
Investigation of a Citizen Above Suspicion,"['Drama', 'Thriller']","['rome', 'italy', 'committing', 'heinous', 'crime', 'senior', 'police', 'officer', 'exposes', 'evidence', 'incriminating', 'moral', 'commitment', 'prevents', 'circumventing', 'law', 'social', 'order', 'protects']"
Out of the Clear Blue Sky,"['Comedy', 'Drama', 'Music']","['returning', 'earth', 'imitator', 'legendary', 'mexican', 'artist', 'pedro', 'infante', 'must', 'prove', 'longer', 'womanizer', 'enter', 'paradise']"
Scenes from a Marriage,"['Drama', 'Romance']","['johan', 'marianne', 'married', 'seem', 'happiness', 'however', 'façade', 'troubled', 'relationship', 'becomes', 'even', 'rockier', 'johan', 'admits', 'hes', 'affair', 'long', 'spouses', 'separate', 'move', 'towards', 'finalizing', 'divorce', 'make', 'attempts', 'reconciling', 'even', 'pursue', 'relationships', 'johan', 'marianne', 'realize', 'significant', 'bond', 'also', 'many', 'issues', 'hinder', 'connection']"
The Seventh Seal,"['Fantasy', 'Drama']","['disillusioned', 'swedish', 'knight', 'antonius', 'block', 'returns', 'home', 'crusades', 'find', 'country', 'grips', 'black', 'death', 'challenges', 'death', 'chess', 'match', 'life', 'tormented', 'belief', 'god', 'exist', 'block', 'sets', 'journey', 'meeting', 'traveling', 'players', 'jof', 'wife', 'mia', 'becoming', 'determined', 'evade', 'death', 'long', 'enough', 'commit', 'one', 'redemptive', 'act', 'still', 'lives']"
